ImageId,Label
691,1
692,0
693,8
694,1
695,1
696,0
697,1
698,1
699,1
700,1
701,1
702,8
703,0
704,0
705,1
706,1
707,1
708,0
709,1
710,6
711,0
712,1
713,1
714,1
715,6
716,1
717,1
718,1
719,1
720,0
721,1
722,8
723,1
724,0
725,0
726,1
727,1
728,0
729,1
730,4
731,1
732,1
733,1
734,0
735,0
736,8
737,1
738,1
739,1
740,1
741,1
742,6
743,1
744,1
745,8
746,8
747,1
748,8
749,1
750,1
751,8
752,1
753,1
754,4
755,8
756,6
757,1
758,0
759,1
760,1
761,0
762,1
763,1
764,8
765,1
766,8
767,8
768,1
769,1
770,1
771,1
772,1
773,8
774,1
775,6
776,1
777,0
778,1
779,8
780,1
781,1
782,1
783,4
784,4
785,0
786,1
787,1
788,1
789,0
790,0
791,1
792,1
793,1
794,8
795,1
796,6
797,1
798,1
799,1
800,8
801,1
802,0
803,1
804,0
805,0
806,8
807,1
808,1
809,8
810,0
811,1
812,0
813,0
814,1
815,8
816,1
817,1
818,0
819,1
820,6
821,8
822,0
823,1
824,8
825,1
826,1
827,1
828,1
829,1
830,0
831,1
832,1
833,0
834,0
835,1
836,8
837,1
838,1
839,1
840,6
841,1
842,1
843,8
844,1
845,8
846,1
847,0
848,0
849,1
850,5
851,1
852,0
853,1
854,8
855,1
856,1
857,1
858,1
859,4
860,1
861,8
862,0
863,1
864,4
865,0
866,8
867,1
868,8
869,1
870,8
871,1
872,6
873,1
874,1
875,1
876,0
877,1
878,0
879,1
880,0
881,0
882,1
883,0
884,0
885,1
886,1
887,1
888,6
889,0
890,0
891,0
892,8
893,1
894,1
895,1
896,1
897,0
898,0
899,1
900,1
901,1
902,8
903,1
904,8
905,0
906,8
907,1
908,1
909,0
910,1
911,1
912,1
913,1
914,8
915,1
916,1
917,4
918,1
919,1
920,1
921,8
922,1
923,1
924,1
925,1
926,8
927,1
928,8
929,1
930,8
931,8
932,1
933,0
934,0
935,1
936,8
937,1
938,0
939,0
940,6
941,1
942,4
943,1
944,1
945,0
946,1
947,1
948,1
949,0
950,1
951,1
952,1
953,1
954,0
955,8
956,1
957,0
958,1
959,1
960,1
961,8
962,1
963,1
964,1
965,0
966,0
967,1
968,1
969,1
970,8
971,8
972,8
973,0
974,1
975,1
976,8
977,1
978,8
979,1
980,4
981,1
982,1
983,1
984,0
985,1
986,1
987,8
988,0
989,1
990,8
991,0
992,8
993,0
994,1
995,1
996,8
997,1
998,0
999,1
1000,0
1001,1
1002,1
1003,1
1004,8
1005,0
1006,0
1007,0
1008,1
1009,1
1010,0
1011,1
1012,1
1013,0
1014,8
1015,0
1016,0
1017,1
1018,0
1019,8
1020,4
1021,1
1022,8
1023,1
1024,0
1025,0
1026,1
1027,1
1028,6
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,8
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,0
1043,1
1044,6
1045,1
1046,1
1047,1
1048,1
1049,1
1050,0
1051,0
1052,1
1053,1
1054,1
1055,8
1056,1
1057,1
1058,1
1059,1
1060,8
1061,8
1062,1
1063,1
1064,1
1065,8
1066,0
1067,4
1068,0
1069,1
1070,1
1071,1
1072,1
1073,8
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,1
1081,1
1082,8
1083,1
1084,1
1085,1
1086,8
1087,0
1088,1
1089,8
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,8
1098,0
1099,0
1100,1
1101,0
1102,1
1103,1
1104,1
1105,1
1106,1
1107,8
1108,1
1109,4
1110,0
1111,1
1112,0
1113,8
1114,1
1115,8
1116,1
1117,1
1118,1
1119,1
1120,8
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,8
1132,1
1133,1
1134,8
1135,0
1136,0
1137,1
1138,0
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,8
1146,1
1147,0
1148,1
1149,6
1150,0
1151,1
1152,0
1153,1
1154,4
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,8
1162,1
1163,1
1164,8
1165,1
1166,0
1167,0
1168,0
1169,0
1170,6
1171,1
1172,1
1173,1
1174,1
1175,1
1176,8
1177,8
1178,0
1179,8
1180,1
1181,1
1182,1
1183,0
1184,1
1185,8
1186,1
1187,8
1188,1
1189,1
1190,8
1191,1
1192,1
1193,8
1194,1
1195,1
1196,1
1197,1
1198,4
1199,0
1200,1
1201,1
1202,1
1203,8
1204,1
1205,0
1206,1
1207,8
1208,1
1209,1
1210,1
1211,8
1212,1
1213,1
1214,0
1215,1
1216,0
1217,1
1218,1
1219,1
1220,8
1221,8
1222,1
1223,1
1224,1
1225,1
1226,8
1227,1
1228,1
1229,8
1230,1
1231,6
1232,1
1233,1
1234,1
1235,4
1236,1
1237,4
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,0
1246,0
1247,8
1248,1
1249,1
1250,1
1251,1
1252,0
1253,8
1254,1
1255,1
1256,0
1257,0
1258,1
1259,1
1260,1
1261,1
1262,1
1263,6
1264,1
1265,1
1266,1
1267,8
1268,1
1269,1
1270,1
1271,0
1272,1
1273,0
1274,1
1275,1
1276,1
1277,8
1278,8
1279,1
1280,1
1281,1
1282,6
1283,1
1284,8
1285,0
1286,1
1287,1
1288,1
1289,1
1290,0
1291,0
1292,1
1293,6
1294,8
1295,1
1296,1
1297,0
1298,0
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,1
1306,8
1307,8
1308,1
1309,8
1310,1
1311,1
1312,0
1313,1
1314,1
1315,1
1316,1
1317,1
1318,1
1319,0
1320,1
1321,8
1322,1
1323,1
1324,1
1325,1
1326,1
1327,1
1328,1
1329,1
1330,0
1331,8
1332,0
1333,1
1334,1
1335,8
1336,0
1337,0
1338,0
1339,1
1340,8
1341,1
1342,8
1343,1
1344,0
1345,8
1346,8
1347,1
1348,1
1349,1
1350,1
1351,1
1352,0
1353,0
1354,1
1355,8
1356,0
1357,1
1358,8
1359,1
1360,6
1361,1
1362,1
1363,0
1364,0
1365,1
1366,1
1367,8
1368,8
1369,0
1370,0
1371,1
1372,1
1373,0
1374,1
1375,1
1376,8
1377,1
1378,0
1379,1
1380,0
1381,4
1382,1
1383,1
1384,1
1385,8
1386,6
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,8
1395,1
1396,0
1397,8
1398,1
1399,1
1400,0
1401,1
1402,1
1403,1
1404,1
1405,8
1406,1
1407,1
1408,1
1409,1
1410,6
1411,0
1412,1
1413,0
1414,0
1415,1
1416,1
1417,0
1418,1
1419,0
1420,1
1421,0
1422,0
1423,0
1424,1
1425,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,8
1435,8
1436,1
1437,8
1438,0
1439,8
1440,0
1441,1
1442,1
1443,1
1444,8
1445,1
1446,1
1447,1
1448,0
1449,8
1450,8
1451,1
1452,1
1453,1
1454,1
1455,8
1456,1
1457,1
1458,1
1459,8
1460,1
1461,6
1462,0
1463,0
1464,1
1465,1
1466,1
1467,8
1468,1
1469,4
1470,1
1471,0
1472,0
1473,8
1474,1
1475,8
1476,0
1477,1
1478,0
1479,1
1480,1
1481,1
1482,1
1483,1
1484,1
1485,0
1486,0
1487,1
1488,1
1489,8
1490,1
1491,0
1492,1
1493,1
1494,1
1495,1
1496,8
1497,1
1498,1
1499,8
1500,1
1501,8
1502,1
1503,1
1504,8
1505,1
1506,8
1507,0
1508,1
1509,1
1510,1
1511,8
1512,1
1513,1
1514,1
1515,8
1516,1
1517,0
1518,8
1519,1
1520,8
1521,6
1522,0
1523,8
1524,0
1525,1
1526,1
1527,1
1528,1
1529,1
1530,1
1531,0
1532,1
1533,4
1534,1
1535,8
1536,8
1537,8
1538,0
1539,0
1540,1
1541,1
1542,1
1543,1
1544,4
1545,1
1546,1
1547,8
1548,1
1549,4
1550,1
1551,0
1552,1
1553,0
1554,1
1555,0
1556,0
1557,1
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,1
1568,1
1569,8
1570,1
1571,1
1572,1
1573,1
1574,1
1575,6
1576,0
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,0
1587,0
1588,1
1589,1
1590,8
1591,1
1592,1
1593,1
1594,0
1595,1
1596,8
1597,1
1598,1
1599,1
1600,1
1601,1
1602,1
1603,8
1604,1
1605,0
1606,8
1607,1
1608,0
1609,1
1610,0
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,0
1618,1
1619,1
1620,0
1621,0
1622,1
1623,1
1624,1
1625,1
1626,0
1627,8
1628,0
1629,1
1630,8
1631,1
1632,1
1633,0
1634,1
1635,0
1636,1
1637,1
1638,1
1639,1
1640,1
1641,0
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1648,1
1649,8
1650,8
1651,0
1652,0
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,1
1662,1
1663,1
1664,6
1665,1
1666,0
1667,1
1668,1
1669,1
1670,1
1671,1
1672,1
1673,8
1674,5
1675,1
1676,1
1677,1
1678,1
1679,1
1680,0
1681,8
1682,1
1683,1
1684,1
1685,8
1686,1
1687,1
1688,0
1689,1
1690,1
1691,1
1692,1
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,0
1700,0
1701,1
1702,1
1703,1
1704,1
1705,1
1706,8
1707,0
1708,1
1709,1
1710,1
1711,0
1712,1
1713,8
1714,4
1715,8
1716,1
1717,1
1718,8
1719,1
1720,0
1721,8
1722,8
1723,1
1724,1
1725,6
1726,8
1727,1
1728,1
1729,1
1730,0
1731,1
1732,0
1733,0
1734,1
1735,1
1736,1
1737,8
1738,1
1739,1
1740,0
1741,8
1742,1
1743,1
1744,4
1745,1
1746,1
1747,1
1748,8
1749,1
1750,1
1751,1
1752,0
1753,0
1754,1
1755,8
1756,1
1757,8
1758,1
1759,1
1760,8
1761,0
1762,0
1763,0
1764,8
1765,0
1766,1
1767,1
1768,1
1769,1
1770,1
1771,1
1772,1
1773,0
1774,4
1775,8
1776,1
1777,1
1778,1
1779,1
1780,0
1781,1
1782,1
1783,0
1784,8
1785,1
1786,1
1787,0
1788,0
1789,1
1790,1
1791,0
1792,0
1793,1
1794,1
1795,1
1796,0
1797,8
1798,1
1799,8
1800,1
1801,8
1802,8
1803,1
1804,8
1805,1
1806,1
1807,1
1808,1
1809,0
1810,1
1811,1
1812,1
1813,8
1814,8
1815,0
1816,1
1817,8
1818,1
1819,1
1820,1
1821,1
1822,1
1823,1
1824,8
1825,8
1826,1
1827,8
1828,1
1829,8
1830,1
1831,0
1832,1
1833,1
1834,8
1835,1
1836,8
1837,0
1838,0
1839,1
1840,1
1841,1
1842,1
1843,1
1844,8
1845,0
1846,1
1847,1
1848,0
1849,6
1850,8
1851,1
1852,1
1853,1
1854,1
1855,8
1856,0
1857,8
1858,1
1859,1
1860,0
1861,0
1862,1
1863,1
1864,1
1865,1
1866,1
1867,1
1868,1
1869,8
1870,1
1871,8
1872,1
1873,0
1874,1
1875,0
1876,8
1877,1
1878,1
1879,1
1880,8
1881,1
1882,1
1883,1
1884,8
1885,8
1886,1
1887,1
1888,1
1889,1
1890,1
1891,1
1892,4
1893,1
1894,8
1895,1
1896,1
1897,0
1898,1
1899,1
1900,8
1901,1
1902,1
1903,0
1904,8
1905,1
1906,0
1907,0
1908,1
1909,1
1910,1
1911,1
1912,1
1913,1
1914,8
1915,0
1916,0
1917,1
1918,1
1919,1
1920,1
1921,1
1922,1
1923,1
1924,1
1925,1
1926,6
1927,1
1928,4
1929,1
1930,0
1931,0
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,0
1940,1
1941,8
1942,1
1943,1
1944,8
1945,1
1946,0
1947,1
1948,1
1949,1
1950,1
1951,8
1952,0
1953,1
1954,1
1955,0
1956,1
1957,1
1958,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,0
1968,1
1969,0
1970,1
1971,1
1972,1
1973,1
1974,1
1975,1
1976,0
1977,8
1978,1
1979,1
1980,1
1981,8
1982,4
1983,1
1984,4
1985,8
1986,0
1987,8
1988,1
1989,0
1990,1
1991,0
1992,1
1993,1
1994,1
1995,1
1996,1
1997,8
1998,1
1999,1
2000,0
2001,1
2002,1
2003,0
2004,1
2005,1
2006,1
2007,8
2008,8
2009,8
2010,1
2011,4
2012,1
2013,1
2014,0
2015,1
2016,1
2017,1
2018,1
2019,1
2020,8
2021,0
2022,1
2023,1
2024,1
2025,1
2026,0
2027,1
2028,1
2029,1
2030,0
2031,1
2032,1
2033,0
2034,0
2035,1
2036,1
2037,1
2038,8
2039,4
2040,0
2041,8
2042,1
2043,1
2044,1
2045,0
2046,1
2047,1
2048,1
2049,8
2050,0
2051,0
2052,8
2053,0
2054,1
2055,1
2056,1
2057,0
2058,1
2059,8
2060,1
2061,8
2062,8
2063,8
2064,8
2065,0
2066,1
2067,0
2068,0
2069,1
2070,1
2071,0
2072,4
2073,1
2074,0
2075,1
2076,1
2077,8
2078,8
2079,0
2080,1
2081,1
2082,1
2083,1
2084,1
2085,1
2086,1
2087,1
2088,1
2089,1
2090,6
2091,1
2092,1
2093,1
2094,0
2095,1
2096,1
2097,1
2098,8
2099,0
2100,0
2101,1
2102,1
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,0
2110,1
2111,1
2112,8
2113,8
2114,1
2115,1
2116,1
2117,1
2118,1
2119,1
2120,1
2121,0
2122,1
2123,1
2124,0
2125,6
2126,1
2127,1
2128,1
2129,1
2130,0
2131,6
2132,0
2133,1
2134,1
2135,1
2136,1
2137,1
2138,0
2139,1
2140,1
2141,0
2142,1
2143,1
2144,1
2145,4
2146,8
2147,0
2148,1
2149,1
2150,8
2151,8
2152,8
2153,1
2154,1
2155,1
2156,1
2157,1
2158,8
2159,8
2160,6
2161,8
2162,1
2163,6
2164,8
2165,1
2166,0
2167,1
2168,1
2169,1
2170,1
2171,1
2172,1
2173,1
2174,1
2175,1
2176,4
2177,1
2178,4
2179,8
2180,1
2181,1
2182,1
2183,8
2184,0
2185,1
2186,1
2187,8
2188,1
2189,0
2190,1
2191,8
2192,1
2193,8
2194,1
2195,6
2196,0
2197,8
2198,1
2199,1
2200,6
2201,1
2202,8
2203,1
2204,8
2205,1
2206,8
2207,0
2208,0
2209,1
2210,1
2211,8
2212,1
2213,1
2214,1
2215,1
2216,1
2217,8
2218,1
2219,8
2220,1
2221,1
2222,6
2223,0
2224,6
2225,8
2226,1
2227,8
2228,1
2229,1
2230,1
2231,4
2232,1
2233,1
2234,1
2235,0
2236,1
2237,0
2238,1
2239,1
2240,8
2241,1
2242,8
2243,1
2244,1
2245,1
2246,0
2247,1
2248,1
2249,1
2250,0
2251,1
2252,1
2253,8
2254,1
2255,8
2256,1
2257,1
2258,1
2259,8
2260,1
2261,1
2262,1
2263,8
2264,1
2265,1
2266,1
2267,8
2268,1
2269,0
2270,8
2271,0
2272,1
2273,1
2274,0
2275,1
2276,8
2277,1
2278,1
2279,1
2280,8
2281,8
2282,6
2283,8
2284,1
2285,0
2286,1
2287,1
2288,1
2289,0
2290,1
2291,1
2292,4
2293,1
2294,1
2295,4
2296,1
2297,1
2298,1
2299,1
2300,6
2301,1
2302,8
2303,1
2304,8
2305,8
2306,1
2307,8
2308,1
2309,1
2310,1
2311,6
2312,1
2313,8
2314,0
2315,8
2316,1
2317,8
2318,1
2319,1
2320,1
2321,1
2322,1
2323,1
2324,1
2325,8
2326,8
2327,6
2328,8
2329,8
2330,1
2331,0
2332,1
2333,1
2334,8
2335,1
2336,1
2337,0
2338,1
2339,8
2340,1
2341,1
2342,1
2343,4
2344,0
2345,1
2346,0
2347,0
2348,1
2349,1
2350,0
2351,8
2352,1
2353,6
2354,1
2355,6
2356,1
2357,1
2358,1
2359,1
2360,1
2361,1
2362,6
2363,1
2364,8
2365,1
2366,0
2367,1
2368,1
2369,0
2370,1
2371,1
2372,1
2373,1
2374,8
2375,0
2376,1
2377,1
2378,8
2379,1
2380,8
2381,1
2382,1
2383,1
2384,1
2385,1
2386,0
2387,1
2388,1
2389,1
2390,6
2391,8
2392,0
2393,8
2394,1
2395,1
2396,1
2397,1
2398,1
2399,1
2400,1
2401,8
2402,0
2403,0
2404,1
2405,8
2406,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,1
2413,1
2414,8
2415,1
2416,8
2417,8
2418,1
2419,1
2420,8
2421,0
2422,6
2423,1
2424,8
2425,1
2426,8
2427,1
2428,1
2429,1
2430,1
2431,1
2432,1
2433,8
2434,8
2435,1
2436,1
2437,1
2438,1
2439,8
2440,1
2441,1
2442,1
2443,8
2444,0
2445,1
2446,1
2447,1
2448,0
2449,0
2450,1
2451,8
2452,1
2453,8
2454,1
2455,1
2456,1
2457,4
2458,1
2459,4
2460,1
2461,1
2462,8
2463,8
2464,1
2465,0
2466,1
2467,0
2468,1
2469,1
2470,1
2471,8
2472,8
2473,1
2474,1
2475,1
2476,8
2477,1
2478,1
2479,0
2480,1
2481,1
2482,1
2483,1
2484,0
2485,1
2486,8
2487,8
2488,8
2489,8
2490,1
2491,1
2492,1
2493,0
2494,1
2495,1
2496,8
2497,4
2498,0
2499,1
2500,4
2501,0
2502,1
2503,0
2504,4
2505,1
2506,1
2507,8
2508,0
2509,1
2510,1
2511,1
2512,0
2513,1
2514,8
2515,1
2516,8
2517,1
2518,1
2519,8
2520,1
2521,4
2522,1
2523,8
2524,8
2525,0
2526,1
2527,8
2528,0
2529,1
2530,1
2531,1
2532,8
2533,1
2534,6
2535,1
2536,1
2537,0
2538,1
2539,0
2540,1
2541,1
2542,1
2543,0
2544,1
2545,1
2546,1
2547,8
2548,1
2549,1
2550,4
2551,1
2552,1
2553,1
2554,4
2555,1
2556,1
2557,1
2558,1
2559,1
2560,8
2561,1
2562,1
2563,8
2564,1
2565,1
2566,1
2567,8
2568,0
2569,8
2570,8
2571,1
2572,1
2573,1
2574,6
2575,1
2576,1
2577,8
2578,8
2579,8
2580,0
2581,1
2582,0
2583,0
2584,1
2585,8
2586,0
2587,1
2588,1
2589,1
2590,1
2591,1
2592,1
2593,1
2594,1
2595,1
2596,1
2597,1
2598,0
2599,1
2600,0
2601,8
2602,8
2603,4
2604,8
2605,0
2606,1
2607,0
2608,0
2609,1
2610,1
2611,1
2612,1
2613,0
2614,1
2615,1
2616,1
2617,0
2618,1
2619,1
2620,6
2621,1
2622,1
2623,0
2624,1
2625,1
2626,1
2627,0
2628,1
2629,1
2630,1
2631,0
2632,6
2633,0
2634,8
2635,0
2636,1
2637,0
2638,1
2639,0
2640,1
2641,1
2642,1
2643,1
2644,1
2645,1
2646,1
2647,1
2648,0
2649,0
2650,0
2651,1
2652,1
2653,1
2654,1
2655,8
2656,8
2657,1
2658,1
2659,0
2660,1
2661,8
2662,1
2663,1
2664,1
2665,0
2666,0
2667,1
2668,1
2669,1
2670,1
2671,0
2672,1
2673,1
2674,1
2675,1
2676,1
2677,1
2678,8
2679,1
2680,1
2681,1
2682,1
2683,0
2684,0
2685,0
2686,0
2687,0
2688,1
2689,1
2690,0
2691,1
2692,8
2693,0
2694,8
2695,1
2696,0
2697,1
2698,6
2699,0
2700,1
2701,8
2702,8
2703,1
2704,1
2705,1
2706,0
2707,1
2708,1
2709,1
2710,0
2711,1
2712,1
2713,8
2714,1
2715,1
2716,1
2717,1
2718,1
2719,8
2720,8
2721,0
2722,1
2723,1
2724,0
2725,0
2726,1
2727,1
2728,8
2729,1
2730,1
2731,1
2732,1
2733,1
2734,4
2735,1
2736,1
2737,1
2738,1
2739,1
2740,8
2741,8
2742,1
2743,1
2744,1
2745,1
2746,1
2747,8
2748,1
2749,1
2750,1
2751,0
2752,1
2753,1
2754,8
2755,1
2756,0
2757,8
2758,8
2759,1
2760,1
2761,1
2762,1
2763,0
2764,1
2765,1
2766,1
2767,1
2768,8
2769,8
2770,1
2771,8
2772,0
2773,1
2774,6
2775,8
2776,0
2777,1
2778,1
2779,1
2780,0
2781,0
2782,1
2783,1
2784,1
2785,0
2786,1
2787,1
2788,1
2789,8
2790,8
2791,1
2792,1
2793,8
2794,1
2795,0
2796,1
2797,1
2798,1
2799,4
2800,1
2801,0
2802,4
2803,6
2804,8
2805,1
2806,0
2807,1
2808,1
2809,1
2810,1
2811,1
2812,1
2813,8
2814,1
2815,8
2816,0
2817,1
2818,1
2819,0
2820,0
2821,4
2822,1
2823,1
2824,1
2825,1
2826,4
2827,0
2828,0
2829,1
2830,1
2831,1
2832,6
2833,1
2834,8
2835,1
2836,0
2837,1
2838,1
2839,1
2840,1
2841,1
2842,1
2843,1
2844,1
2845,0
2846,1
2847,0
2848,1
2849,8
2850,4
2851,1
2852,1
2853,0
2854,0
2855,8
2856,0
2857,0
2858,1
2859,6
2860,8
2861,8
2862,0
2863,1
2864,1
2865,1
2866,1
2867,1
2868,1
2869,1
2870,1
2871,1
2872,1
2873,8
2874,1
2875,0
2876,1
2877,1
2878,8
2879,1
2880,1
2881,1
2882,1
2883,1
2884,0
2885,8
2886,8
2887,0
2888,1
2889,6
2890,1
2891,1
2892,0
2893,8
2894,1
2895,1
2896,8
2897,0
2898,0
2899,0
2900,1
2901,1
2902,1
2903,0
2904,0
2905,1
2906,8
2907,8
2908,1
2909,1
2910,1
2911,1
2912,1
2913,8
2914,1
2915,0
2916,0
2917,0
2918,0
2919,8
2920,0
2921,0
2922,1
2923,1
2924,0
2925,1
2926,1
2927,8
2928,6
2929,6
2930,6
2931,1
2932,1
2933,8
2934,1
2935,0
2936,1
2937,1
2938,1
2939,1
2940,0
2941,1
2942,1
2943,0
2944,1
2945,1
2946,0
2947,1
2948,4
2949,4
2950,0
2951,8
2952,1
2953,1
2954,4
2955,8
2956,8
2957,8
2958,1
2959,1
2960,1
2961,1
2962,0
2963,1
2964,8
2965,6
2966,0
2967,1
2968,0
2969,1
2970,1
2971,1
2972,1
2973,0
2974,1
2975,1
2976,1
2977,0
2978,1
2979,1
2980,6
2981,8
2982,0
2983,0
2984,8
2985,8
2986,1
2987,1
2988,1
2989,1
2990,0
2991,8
2992,1
2993,1
2994,0
2995,1
2996,6
